"player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","draft_year","birthdate","injury_status","injury_details","season_year","week"
"Mac Jones","NE","QB","15241","weighted",3920.52943362832,134.565017755048,24.4437699115044,1.70740608251809,13.7353805309735,2.9591494547375,163.356973451327,47.210734858202,0.824690265486726,0.966403763768345,2.5043407079646,0.347592777407825,1.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1998-09-05,NA,NA,NA,NA
"Trey Lance","SF","QB","15240","weighted",3612.28900884956,239.081379493008,22.9102477876106,2.50229497473543,13.4172920353982,1.45062871023385,600.167982300885,220.363452730904,4.68405309734513,2.12412092743073,2.1696482300885,0.210164793308885,1.37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2000-05-09,NA,NA,NA,NA
"Baker Mayfield","CAR","QB","13590","weighted",3629.12950442478,261.274537768792,21.2690973451327,3.26526094491087,13.9687610619469,3.06611745262053,172.677752212389,47.4353083187395,1.79329203539823,1.06337982594866,2.41753761061947,0.850889271673637,1.42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1995-04-14,NA,NA,NA,NA
"Jalen Hurts","PHI","QB","14783","weighted",3622.15819469027,239.28634742812,23.4697699115044,3.33029361912602,12.4211504424779,1.92970420902235,774.75407079646,42.9997203872485,7.72699115044248,1.07664150514745,2.47758849557522,0.423735741134318,3.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1998-08-07,NA,NA,NA,NA
"Mitchell Trubisky","PIT","QB","13115","weighted",2852.4367079646,812.525685398005,16.6068495575221,5.99669086654437,10.1484778761062,3.67848505802925,174.581504424779,124.148672749231,1.75672566371681,0.873076832173265,1.77811946902655,0.902197727107868,2.38,4.74925539411652e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1994-08-20,NA,NA,NA,NA
"Ryan Tannehill","TEN","QB","10697","weighted",3746.25713274336,123.319073478428,24.6531681415929,1.86614482942685,12.7769026548673,2.44780817655562,256.75589380531,25.5442030599692,4.49345132743363,1.3093014572667,2.0869203539823,0.612930980189387,2.24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1988-07-27,NA,NA,NA,NA
"Jimmy Garoppolo","SF","QB","11760","weighted",1687.85383244207,1861.85276160438,9.71229946524064,10.4814882286489,5.04848484848485,5.55731866998272,21.0855614973262,26.4340289835499,0.995365418894831,1.21842558740638,0.182650029708853,0.166307652590636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1991-11-02,NA,NA,NA,NA
"Davis Mills","HOU","QB","15252","weighted",3723.67385840708,217.583754617965,21.5270619469027,2.42752198416891,13.396,3.11514822192445,113.161469026549,53.7471814182344,0.981008849557522,0.670021093106613,1.33960840707965,0.231951297017828,2.14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1998-10-21,NA,NA,NA,NA
"Geno Smith","SEA","QB","11150","weighted",2614.79569911504,1030.93889302233,15.6559469026549,7.15926053005345,8.72120353982301,4.99668919882547,149.062194690265,71.2434404849596,1.43081415929204,0.815090956790152,2.0370907079646,0.420325449508418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1990-10-10,NA,NA,NA,NA
"Lamar Jackson","BAL","QB","13593","weighted",3616.11704424779,199.999799359904,24.0799646017699,2.58490902920242,13.850017699115,1.77058583790273,964.757362831858,97.0099230643464,5.15955752212389,1.17764965874626,3.13878318584071,0.611194030805325,1.59,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1997-01-07,NA,NA,NA,NA
"Daniel Jones","NYG","QB","14059","weighted",3585.56431858407,204.48363083084,19.6333097345133,2.78113281999713,13.5211681415929,2.67430108224822,434.092814159292,66.9868110680376,2.57242477876106,1.02043877703215,4.81331194690266,0.887656369736281,2.69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1997-05-27,NA,NA,NA,NA
"Marcus Mariota","ATL","QB","12141","weighted",2993.44033628319,654.555414854624,16.142407079646,4.34921305486719,10.0667787610619,4.48048458911428,303.780353982301,123.065993633798,2.20752212389381,1.62461133995093,1.93563274336283,0.777804337213232,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,1993-10-30,NA,NA,NA,NA
"Carson Wentz","WAS","QB","12610","weighted",3634.12378211716,137.804617813108,22.7396094552929,2.62483610106284,10.9661870503597,1.7822022668963,240.958766700925,32.7296804323489,1.78314491264132,0.584376625496656,3.06141829393628,1.11017216494044,3.72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1992-12-30,NA,NA,NA,NA
"Jacoby Brissett","CLE","QB","12616","weighted",2402.32168,1017.2888232003,13.86738,5.98391851191588,8.07294,4.12943037768999,133.3781,69.1862005917297,1.4955,1.11807771882056,1.97705,0.618925170148774,1.06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1992-12-11,NA,NA,NA,NA
"Justin Fields","CHI","QB","15238","weighted",3456.30024778761,207.777850799574,19.0283008849558,2.2755123181556,15.1778230088496,2.69015311986055,578.664796460177,86.0475368656096,3.43451327433628,1.42360087030804,4.76086946902655,1.45381922932845,1.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1999-03-05,NA,NA,NA,NA
"Zach Wilson","NYJ","QB","15239","weighted",2811.99773451327,763.748122837579,16.7766902654867,5.54787638163773,12.0895221238938,3.79908031564836,185.961610619469,55.2765195804287,2.4653982300885,0.802262818602547,1.38098672566372,0.55382135369474,1.39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1999-08-03,"O","Knee - Meniscus",2022,0
"Drew Lock","SEA","QB","14057","weighted",1772.2938718663,984.715240030073,11.4025069637883,7.43521679770792,5.65626740947075,3.43525650916073,99.0403899721448,71.4594736861832,1.1941504178273,1.37181746384166,1.53259052924791,1.25121349892315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1996-11-10,NA,NA,NA,NA
"Gardner Minshew","PHI","QB","14067","weighted",802.044568245125,994.993277139383,3.88774373259053,5.75452760527393,1.56657381615599,1.766051861518,34.2256267409471,16.2337807552838,0.171309192200557,0.421590746939692,0.318523676880223,0.248886278611679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1996-05-16,NA,NA,NA,NA
"Joe Flacco","NYJ","QB","9064","weighted",1055.58526,719.578335194244,5.85998,3.47707721294584,3.34148,2.44421228837326,19.74936,17.29324688575,0.15402,0.213686680475479,0.604795,0.218554027172854,0.55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1985-01-16,NA,NA,NA,NA
"Kenny Pickett","PIT","QB","15692","weighted",1494.10141700405,641.332655476962,8.16012145748988,4.83049115603787,5.30182186234818,3.39979229468089,84.3244939271255,63.2909226068623,0.764777327935223,0.547528030766478,0.295126518218624,0.211720657723025,0.92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1998-06-06,NA,NA,NA,NA
"Desmond Ridder","ATL","QB","15697","weighted",963.063562753036,740.088383489835,4.87348178137652,3.67422699500645,3.85526315789474,2.76960777675365,88.464979757085,69.9530018882695,0.713765182186235,0.736657050731188,0.221351214574899,0.15615023572626,0.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-08-31,NA,NA,NA,NA
"Deshaun Watson","CLE","QB","13113","weighted",1479.29481132075,210.03619681304,10.5219339622641,2.05109043525906,4.51320754716981,1.21738614347222,158.524764150943,59.9956459233577,1.40896226415094,0.695427807687521,1.50966981132075,0.388245918716355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1995-09-14,"S","Suspension",2022,0
"Taylor Heinicke","WAS","QB","12476","weighted",811.429590017825,728.785645253364,4.60819964349376,3.17187232044395,2.67807486631016,2.08805002014986,69.7557932263815,57.8572329261662,0,0,0.764943553178847,0.758664451833361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sam Darnold","CAR","QB","13592","weighted",764.666191155492,671.08496582515,3.29614835948645,2.16875006016961,3.85392296718973,5.54534616994504,60.69272467903,65.7122516209851,0.923537803138374,1.345539281346,1.58045649072753,2.0280450848833,0.36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1997-06-05,"IR","Ankle",2022,0
"Andy Dalton","NO","QB","10313","weighted",814.03006993007,593.1553827444,5.24079254079254,3.90987543467308,2.67459207459207,1.93292671867717,73.339627039627,128.302189963303,1.4013986013986,3.36794740357518,0.144204545454545,0.0965321493940451,0.62,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,1987-10-29,NA,NA,NA,NA
"Tyler Huntley","BAL","QB","14789","weighted",576.875291375291,489.58567755752,2.28368298368298,0.898690582288628,1.5006993006993,0.907521448851319,124.88648018648,154.6208968068,0.404662004662005,0.490391970922715,1.38985722610723,1.61692910583811,0.49,6.08428516842704e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1998-02-03,NA,NA,NA,NA
"Teddy Bridgewater","MIA","QB","11640","weighted",517.893048128342,281.125888431333,3.08270944741533,1.96981191918226,1.39643493761141,0.498619157611613,21.7308377896613,11.149882059922,0.126559714795009,0.2512648287017,0.0994652406417113,0.0826648256518819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1992-11-10,NA,NA,NA,NA
"Tyrod Taylor","NYG","QB","10413","weighted",525.066852367688,228.831574435884,2.42952646239554,1.13994203369171,3.18245125348189,3.26118241102794,52.4317548746518,23.9965774216948,0.567966573816156,0.533792630992971,0.0600278551532033,0.0548099764273418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,1989-08-03,NA,NA,NA,NA
"Brian Hoyer","NE","QB","9714","weighted",297.434146341463,251.353469161888,1.41560975609756,0.700175447102151,1.15024390243902,1.13903967886418,1.61024390243902,4.02600882083736,0,0,0.545609756097561,0.622129976785402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,1985-10-31,NA,NA,NA,NA
"Case Keenum","BUF","QB","10948","weighted",274.087804878049,197.001554097502,1.25365853658537,1.4928695036123,1.03463414634146,0.0583479539251793,10.2365853658537,9.36749246133407,0.242439024390244,0.408435677476254,0.01,0.0187320932685214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1988-02-17,NA,NA,NA,NA
"Kyle Allen","HOU","QB","13879","weighted",312.619047619048,151.113902338703,1.74426807760141,0.504385767496465,1.32698412698413,0.490496405568451,18.8941798941799,13.5878110002341,0,0,0.920282186948854,0.781709987773593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1996-03-08,NA,NA,NA,NA
"Trevor Siemian","CHI","QB","12381","weighted",378.773702422145,160.361315000865,1.73079584775087,0.560411213308111,1.47854671280277,0.737064273211054,20.4975778546713,19.85021587221,0.203460207612457,0.33286809533248,0.46651384083045,0.639043766010344,0.53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
