"player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","draft_year","birthdate","injury_status","injury_details","season_year","week"
"Justin Jackson","DET","RB","13620","weighted",NA,NA,NA,NA,NA,NA,187.88750617284,104.86985369513,1.20128395061728,0.869592430045313,0.3,0,NA,NA,NA,NA,109.458864197531,42.2603030881057,0.374962962962963,0.371913859646529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1995-04-22,NA,NA,NA,NA
"Qadree Ollison","FA","RB","14097","weighted",NA,NA,NA,NA,NA,NA,155.831418439716,161.234488246157,1.43716312056738,1.56270598642227,0.629929078014184,0.014142135623731,0.03,9.81332467146338e-18,NA,NA,56.646170212766,6.74579869251967,0.339858156028369,0.0282842712474619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1970-01-01,NA,NA,NA,NA
"Dare Ogunbowale","HOU","RB","13148","weighted",NA,NA,NA,NA,NA,NA,171.057246127367,97.9609331321937,1.31215146299484,0.7859751359116,0.22890992541595,0.120587639919821,NA,NA,NA,NA,107.866574870912,53.8895556504055,0.334802065404475,0.302215417677477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1994-05-04,NA,NA,NA,NA
"Ameer Abdullah","LVR","RB","12155","weighted",NA,NA,NA,NA,NA,NA,179.57946,60.5304577664863,0.79804,0.540441868983544,0.613485,0.661457889034401,NA,NA,NA,NA,257.79694,59.3270079599968,1.29392,0.568900774708571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,1993-06-13,NA,NA,NA,NA
"Benny Snell","PIT","RB","14072","weighted",NA,NA,NA,NA,NA,NA,187.800022805017,58.5352762128515,1.26047890535918,0.445903751013301,0.414281641961231,0.32160573100738,NA,NA,NA,NA,38.1177423033067,19.5200983473257,0.0981527936145952,0.157712990511863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1970-01-01,NA,NA,NA,NA
"Giovani Bernard","TB","RB","11193","weighted",NA,NA,NA,NA,NA,NA,115.903840707965,56.5177034493813,0.933734513274336,0.483741480034609,0.117727876106195,0.0966036542899847,NA,NA,NA,NA,108.874814159292,54.0307315637982,1.21994690265487,1.01180638619949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1991-11-22,NA,NA,NA,NA
"Jonathan Williams","WAS","RB","12635","weighted",NA,NA,NA,NA,NA,NA,143.435943396226,119.612749764233,0.844669811320755,0.674173005767927,0.640911949685535,0.261389530340984,0.02,0,NA,NA,47.9807547169811,36.403532014462,0.115754716981132,0.168233081372976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1994-02-02,NA,NA,NA,NA
"J.J. Taylor","FA","RB","14827","weighted",NA,NA,NA,NA,NA,NA,235.9,NA,1.96,NA,0.22,NA,0.03,NA,0.26,NA,57.23,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1970-01-01,NA,NA,NA,NA
"Kyren Williams","LAR","RB","15710","weighted",NA,NA,NA,NA,NA,NA,120.375981524249,96.0347122413808,1.02124711316397,1.02835363120087,0.163910700538876,0.158406487377889,0.05,8.50071004139878e-18,NA,NA,50.9501154734411,34.8215567686455,0.135796766743649,0.240671230033228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2000-08-26,NA,NA,NA,NA
"Travis Homer","SEA","RB","14083","weighted",NA,NA,NA,NA,NA,NA,129.990855188141,75.8377376417063,0.654161915621437,0.44522071107412,0.032981755986317,0.0273078956054866,0.01,0,NA,NA,101.55354618016,56.6010696353505,0.303511972633979,0.423291023077102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1998-08-07,NA,NA,NA,NA
"Patrick Taylor","FA","RB","14817","weighted",NA,NA,NA,NA,NA,NA,225.58,NA,1.93,NA,0.25,NA,0.05,NA,NA,NA,40.78,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA
"Snoop Conner","JAC","RB","15725","weighted",NA,NA,NA,NA,NA,NA,115.511525423729,83.7193139203933,0.989491525423729,0.786696019156824,0.154079096045198,0.116330656936773,0.05,0,NA,NA,39.7423728813559,25.9657932478021,0.0759322033898305,0.157251525058886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-12-16,NA,NA,NA,NA
"Deon Jackson","IND","RB","15277","weighted",NA,NA,NA,NA,NA,NA,122.691774744027,74.4262725714354,1.19522184300341,0.672361320433817,0.198976109215017,0.161662362765833,NA,NA,NA,NA,31.769180887372,19.612894250706,0.0848122866894198,0.173222575743858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1970-01-01,NA,NA,NA,NA
"Trey Sermon","SF","RB","15257","weighted",NA,NA,NA,NA,NA,NA,153.324568764569,61.2592246530479,0.827878787878788,0.162064230522391,0.143434343434343,0.150509252138943,NA,NA,NA,NA,46.8607925407925,34.6889581308477,0.119160839160839,0.207484939212464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1999-01-30,NA,NA,NA,NA
"Salvon Ahmed","MIA","RB","14811","weighted",NA,NA,NA,NA,NA,NA,189,NA,0.3,NA,0,NA,NA,NA,NA,NA,152,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1998-12-29,"Q","Heel",2022,0
"Julius Chestnut",NA,"RB","15965","weighted",NA,NA,NA,NA,NA,NA,94.9721254355401,131.521861300698,0.505226480836237,0.707106781186548,0,0,NA,NA,NA,NA,18.1672473867596,22.6274169979695,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2000-10-26,NA,NA,NA,NA
"Anthony McFarland","PIT","RB","14804","weighted",NA,NA,NA,NA,NA,NA,182.66,NA,1.03,NA,0.18,NA,0.03,NA,NA,NA,72.33,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1970-01-01,NA,NA,NA,NA
"Chris Evans","CIN","RB","15275","weighted",NA,NA,NA,NA,NA,NA,100.471524475524,53.6907746682136,0.459132867132867,0.505091678249144,0.15993006993007,0.0223198989863667,NA,NA,NA,NA,115.807692307692,44.4180739966789,0.743804195804196,0.369678523620018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1970-01-01,NA,NA,NA,NA
"Jerome Ford","CLE","RB","15713","weighted",NA,NA,NA,NA,NA,NA,89.2578397212544,102.530483272049,0.505226480836237,0.707106781186548,0,0,NA,NA,NA,NA,18.6829268292683,24.7487373415292,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-09-12,NA,NA,NA,NA
"Tony Jones","NO","RB","14828","weighted",NA,NA,NA,NA,NA,NA,118.572505747126,47.7058453365966,0.480965517241379,0.506081595279932,0.0336781609195402,0.0287208528318257,NA,NA,NA,NA,38.0412873563218,9.437887823903,0.218712643678161,0.254636510053551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA
"Jordan Mason",NA,"RB","15972","weighted",NA,NA,NA,NA,NA,NA,103.090592334495,79.9030662740799,0.505226480836237,0.707106781186548,0.247386759581882,0.353553390593274,NA,NA,NA,NA,25.5783972125436,10.6066017177982,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-05-24,NA,NA,NA,NA
"DeeJay Dallas","SEA","RB","14815","weighted",NA,NA,NA,NA,NA,NA,105.007301136364,42.8534291517895,1.17579545454545,0.61517222052262,0.0718560606060606,0.0408214178120931,0.02,0,0.12,1.55272543165705e-17,104.324176136364,51.137844230637,0.115823863636364,0.179864927050902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1998-09-16,NA,NA,NA,NA
"Trestan Ebner","CHI","RB","15748","weighted",NA,NA,NA,NA,NA,NA,78.7468085106383,89.3712260741677,0.521276595744681,0.742462120245875,0.0695035460992908,0.0989949493661167,0.05,0,NA,NA,57.1702127659574,75.7311362650792,0.238297872340426,0.339411254969543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-01-02,NA,NA,NA,NA
"Rico Dowdle","DAL","RB","14823","weighted",NA,NA,NA,NA,NA,NA,104.612612612613,50.9056746684075,0.808108108108108,0.342901858280992,0.0117867867867868,0.0195272220364209,NA,NA,NA,NA,34.1013513513514,32.2454432491909,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1998-06-14,NA,NA,NA,NA
"Ty Chandler","MIN","RB","15723","weighted",NA,NA,NA,NA,NA,NA,73.6689895470383,90.5096679918781,0.505226480836237,0.707106781186548,0,0,NA,NA,NA,NA,22.1881533101045,25.4558441227157,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1998-05-12,NA,NA,NA,NA
"Gary Brightwell","NYG","RB","15462","weighted",NA,NA,NA,NA,NA,NA,71.8413175675676,63.0080020762724,0.561047297297297,0.532364913492319,0.0380067567567568,0.0246605052173737,NA,NA,NA,NA,37.3942905405405,16.4958910148137,0.040777027027027,0.0838457177390707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,NA,NA,NA,NA,NA
"Michael Burton","KC","RB","12325","weighted",NA,NA,NA,NA,NA,NA,72.7,78.2060099992322,0.835,0.940452018978108,0,0,NA,NA,NA,NA,64.745,20.1596143316285,0.2,0.282842712474619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,1992-02-01,NA,NA,NA,NA
"Dwayne Washington","NO","RB","12845","weighted",NA,NA,NA,NA,NA,NA,55.7355555555556,63.1259717477749,0.410748299319728,0.543362157506875,0.0339002267573696,0.0286291318936229,NA,NA,NA,NA,27.4936961451247,15.4305438159561,0.0547392290249433,0.0973390484383179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,NA,"O","Hamstring",2022,0
"Ty Montgomery","NE","RB","12261","weighted",NA,NA,NA,NA,NA,NA,99.8222222222222,17.8792953480015,0.380444444444444,0.557873205868942,0.0684444444444444,0.056942442568256,NA,NA,NA,NA,118.026666666667,74.0269758248364,0.348888888888889,0.583982991376498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,1993-01-22,"Q","Knee",2022,0
"Jermar Jefferson","DET","RB","15262","weighted",NA,NA,NA,NA,NA,NA,18.07,NA,0.17,NA,0,NA,NA,NA,NA,NA,29.92,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2000-04-15,NA,NA,NA,NA
"Darrynton Evans","FA","RB","14808","weighted",NA,NA,NA,NA,NA,NA,19.63,NA,0.17,NA,0,NA,NA,NA,NA,NA,28.14,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1970-01-01,NA,NA,NA,NA
"Kene Nwangwu","MIN","RB","15414","weighted",NA,NA,NA,NA,NA,NA,64.7245351473923,24.6761321573219,0.41718820861678,0.539181783459007,0.0339002267573696,0.0286291318936229,NA,NA,NA,NA,50.1329705215419,35.3661509234515,0.0579591836734694,0.103064874817042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1998-02-09,NA,NA,NA,NA
"Trayveon Williams","CIN","RB","14076","weighted",NA,NA,NA,NA,NA,NA,50.905,21.3475537240219,0.085,0.120208152801713,0.125,0.176776695296637,NA,NA,NA,NA,26.85,4.03050865276332,0.085,0.120208152801713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1970-01-01,NA,NA,NA,NA
"Trayveon Williams","CIN","RB","14076","weighted",NA,NA,NA,NA,NA,NA,50.905,21.3475537240219,0.085,0.120208152801713,0.125,0.176776695296637,NA,NA,NA,NA,26.85,4.03050865276332,0.085,0.120208152801713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1970-01-01,NA,NA,NA,NA
"Zander Horvath","LAC","RB","15960","weighted",NA,NA,NA,NA,NA,NA,71,NA,1,NA,0,NA,NA,NA,NA,NA,99,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1998-12-10,NA,NA,NA,NA
"Kyle Juszczyk","SF","RB","11367","weighted",NA,NA,NA,NA,NA,NA,40.3523488372093,12.8328758296631,0.720023255813954,0.418029585146753,0.0444186046511628,0.0344551154663215,NA,NA,NA,NA,210.696930232558,67.1562440435689,1.1266976744186,0.708753685431169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1991-04-23,NA,NA,NA,NA
"Mike Boone","DEN","RB","13868","weighted",NA,NA,NA,NA,NA,NA,39.22,27.9731442637398,0.335,0.233345237791561,0.025,0.0353553390593274,NA,NA,NA,NA,25.32,8.93782971419796,0.085,0.120208152801713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1970-01-01,NA,NA,NA,NA
"Demetric Felton","CLE","RB","15270","weighted",NA,NA,NA,NA,NA,NA,33.9072599531616,17.9967433878661,0.198126463700234,0.174008392096454,0.352693208430913,0.56885810115207,0.03,4.2494087762972e-18,0.1,0,145.495081967213,28.3785000121966,1.23138173302108,0.694743907201577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1970-01-01,NA,NA,NA,NA
"Kylin Hill","GB","RB","15265","weighted",NA,NA,NA,NA,NA,NA,36,NA,0,NA,0,NA,NA,NA,NA,NA,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1970-01-01,NA,"Knee - ACL",2022,0
"Justice Hill","BAL","RB","14086","weighted",NA,NA,NA,NA,NA,NA,16.84,5.43058007951269,0.085,0.120208152801713,0,0,NA,NA,NA,NA,21.29,11.723830432073,0.085,0.120208152801713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1997-11-14,NA,NA,NA,NA
"Trenton Cannon","FA","RB","13816","weighted",NA,NA,NA,NA,NA,NA,41.14,NA,0.24,NA,0,NA,NA,NA,NA,NA,57.42,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA
"Jake Funk","LAR","RB","15480","weighted",NA,NA,NA,NA,NA,NA,34.71,NA,0.26,NA,0.1,NA,NA,NA,NA,NA,31.57,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1970-01-01,NA,NA,NA,NA
"C.J. Ham","MIN","RB","12923","weighted",NA,NA,NA,NA,NA,NA,37.06,2.74357431100381,0.095,0.134350288425444,0,0,NA,NA,NA,NA,74.375,58.8666395337801,0.09,0.127279220613579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1993-07-22,NA,NA,NA,NA
"Giovanni Ricci","CAR","RB","15054","weighted",NA,NA,NA,NA,NA,NA,36.3,NA,0.17,NA,0,NA,NA,NA,NA,NA,29.94,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1970-01-01,NA,NA,NA,NA
"Jonathan Ward","ARI","RB","15042","weighted",NA,NA,NA,NA,NA,NA,27.21,12.4309372132595,0.085,0.120208152801713,0,0,NA,NA,NA,NA,36.25,3.88908729652601,0.235,0.0919238815542512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1970-01-01,NA,NA,NA,NA
"Keith Smith","ATL","RB","12040","weighted",NA,NA,NA,NA,NA,NA,28.7703854875283,7.47291520977297,0.0772789115646258,0.13741983308939,0.0339002267573696,0.0286291318936229,NA,NA,NA,NA,44.4872562358277,16.8163174072194,0.103038548752834,0.183226444119187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1992-04-08,NA,NA,NA,NA
"Adam Prentice","NO","RB","15650","weighted",NA,NA,NA,NA,NA,NA,25,NA,0,NA,0,NA,NA,NA,NA,NA,16,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1997-01-16,NA,NA,NA,NA
"JaMycal Hasty","FA","RB","14821","weighted",NA,NA,NA,NA,NA,NA,17.435,0.615182899632297,0.535,0.51618795026618,0.025,0.0353553390593274,NA,NA,NA,NA,90.435,84.2376308427534,0.085,0.120208152801713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1970-01-01,NA,NA,NA,NA
"Patrick Ricard","BAL","RB","13455","weighted",NA,NA,NA,NA,NA,NA,9.48102564102564,9.61418625338696,0.0562703962703963,0.0979789990725526,0.448329448329448,0.510562306004622,NA,NA,NA,NA,72.2924009324009,64.8136622971605,0.798461538461538,1.0516291924121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1994-05-27,NA,NA,NA,NA
"Khari Blasingame","CHI","RB","14552","weighted",NA,NA,NA,NA,NA,NA,19.61,NA,0.17,NA,0,NA,NA,NA,NA,NA,28.72,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1970-01-01,NA,NA,NA,NA
"Andrew Beck","DEN","RB","14319","weighted",NA,NA,NA,NA,NA,NA,18.82,NA,0.17,NA,0,NA,NA,NA,NA,NA,33.01,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1996-05-15,NA,NA,NA,NA
"Jason Cabinda","DET","RB","13906","weighted",NA,NA,NA,NA,NA,NA,18.05,NA,0.17,NA,0,NA,NA,NA,NA,NA,29.26,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1970-01-01,NA,"Ankle",2022,0
"Alec Ingold","MIA","RB","14420","weighted",NA,NA,NA,NA,NA,NA,9.52,12.0490995514188,0.085,0.120208152801713,0,0,NA,NA,NA,NA,55.115,13.979501064058,0.16,0.226274169979695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1996-07-09,NA,NA,NA,NA
"Mekhi Sargent","JAC","RB","15269","weighted",NA,NA,NA,NA,NA,NA,17.83,NA,0.17,NA,0,NA,NA,NA,NA,NA,31.74,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1970-01-01,NA,NA,NA,NA
"Derek Watt","PIT","RB","12823","weighted",NA,NA,NA,NA,NA,NA,13.685,5.21137697734486,0.085,0.120208152801713,0,0,NA,NA,NA,NA,22.57,16.3624509166567,0.085,0.120208152801713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1992-11-07,NA,NA,NA,NA
"Cooper Kupp","LAR","WR","13164","weighted",NA,NA,NA,NA,NA,NA,27.4211725663717,13.0399625902496,0.139890019423636,0.273231648419949,0.613300884955752,0.271173349387991,NA,NA,0.11,0,1590.95614159292,167.614465787609,12.3233097345133,1.47551606101985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1993-06-15,NA,NA,NA,NA
"Justin Jefferson","MIN","WR","14836","weighted",NA,NA,NA,NA,NA,NA,19.8455199115044,12.0506375910184,0.0345685840707965,0.0872802564559887,0.385550884955752,0.308265473880062,NA,NA,NA,NA,1518.40592920354,127.241843717315,9.61748672566372,1.24009564269726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1999-06-16,NA,NA,NA,NA
"Ja'Marr Chase","CIN","WR","15281","weighted",NA,NA,NA,NA,NA,NA,49.2646261061947,21.6136058898609,0.220829014654051,0.35335129936554,0.616095132743363,0.26815710039504,NA,NA,NA,NA,1416.70030088496,121.708235654098,10.7229026548673,1.99161099775454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2000-03-01,NA,NA,NA,NA
