"player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","draft_year","birthdate","injury_status","injury_details","season_year","week"
"Brayden Narveson","GB","K","16873","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.138913232455927,0.100476701464334,7.06849220065806,0.924518245594268,9.68301189739719,1.33998749886495,6.59020089915183,1.37392125572738,2.93750633143179,1.12990255647115,39.7010558069382,4.39999668042718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1999-09-28,NA,NA,NA,NA
"Cameron Dicker","LAC","K","15979","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122561198514376,0.0735970823302071,7.51433950517782,0.573438336944897,8.50453980892249,0.501318234117597,9.01282918331432,0.92667948112055,4.63130557186127,1.09958779993046,39.0498059508409,3.71932528905523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2000-05-06,NA,NA,NA,NA
"Greg Zuerlein","NYJ","K","10868","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.123875808538163,0.0772683799096528,7.14673058627445,0.592984276450458,9.35930652968471,0.782882240382138,9.70984022004608,1.79214932607141,5.16849651186072,0.378806751381305,36.6910306166451,7.32100930817937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1987-12-27,NA,NA,NA,NA
"Joshua Karty","LAR","K","16775","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.141143672884586,0.0926808778773691,8.45276346544108,1.33317443154029,8.43480746314386,1.01499919033145,7.28153007978201,1.20573776041219,3.55666754022375,0.542424111094318,37.4563173781803,5.38264028658952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2002-03-07,NA,NA,NA,NA
"Will Reichard","MIN","K","16681","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.471702991307506,0.115123526124814,6.93849486444298,0.708162177686518,9.06417763000285,0.941923922545412,6.48889658655046,1.11385420016636,3.48991706843651,0.533400019086419,35.5931435963778,4.24672310056459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2001-01-09,NA,NA,NA,NA
"Jason Myers","SEA","K","12437","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125176788024395,0.0814052024389031,7.77947839717883,0.712246786037253,10.6952327278163,1.13271864158417,8.29228073983252,1.03124040102061,4.40503384397908,0.723731010424257,37.6738249245364,2.65684925518534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991-05-12,NA,NA,NA,NA
"Cam Little","JAC","K","16680","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14637025657611,0.095080524803645,7.16383646706106,0.966368591191939,9.95988124355642,0.577129178648241,8.1215823751848,0.814500557990647,3.851633214155,1.3526557562597,36.2601552393273,3.67762339457772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2003-08-17,NA,NA,NA,NA
"Matt Gay","IND","K","14244","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124089747736093,0.0773243065729555,7.71761894494754,0.632059604073904,9.44449443263722,0.605416802892502,6.80130388395712,0.560296101729529,5.71240339495748,0.712252896511251,36.7257007330746,3.08915474926898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1994-03-15,"Q","Groin",2024,0
"Chase McLaughlin","TB","K","14717","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11409298746487,0.0689474354980792,7.09411329536471,0.596031104136532,9.70723362334628,0.947563397621665,5.87779512313471,1.3355629000803,5.31396935808918,0.955825233535826,36.2261319534282,2.46687810277028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1996-04-09,NA,NA,NA,NA
"Dustin Hopkins","CLE","K","11387","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116743423889608,0.0755633914821237,7.21922091985718,0.664622971004059,8.19444629492971,0.735305047113463,8.12457458760828,1.09583223374449,4.60965056795192,0.63477694829409,35.2946528676154,5.19865407140985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1990-10-01,"Q","Undisclosed",2024,0
"Cairo Santos","CHI","K","11945","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.120868496816579,0.0794484408524767,7.56427953386328,0.841735610144767,9.52675149548104,0.976986533889471,8.12717753528511,0.545493715314506,4.79799390287408,1.08053212732725,35.4117723156533,3.28096625001604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1991-11-12,NA,NA,NA,NA
"Matt Prater","ARI","K","8930","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125623165454789,0.0731353384317075,6.41522688367998,0.602212512263354,9.12951353795298,0.424665649229643,6.64241047984603,0.410380145873059,6.0051924427425,1.20619946047716,32.7759810263044,4.55328246376098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,1984-08-10,NA,NA,NA,NA
"Chris Boswell","PIT","K","11936","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114219075910753,0.063485108022288,7.81241616958927,0.552630413923058,7.95657488772321,0.620864432539518,7.12871715627688,0.264950147270622,5.50172803228008,0.837364211073983,33.4431220353601,4.06391572323453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1991-03-16,NA,NA,NA,NA
"Daniel Carlson","LVR","K","13718","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11452241483398,0.0595281902217104,8.72364557338473,0.702033466999208,8.53181500251561,1.0459772753299,7.30740662220636,0.423234783784741,4.57749410399243,1.00259226114397,34.6208710651143,2.24909281497787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1995-01-23,NA,NA,NA,NA
"Cade York","WAS","K","15882","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.084399240517131,0.0649923409896702,4.77115148907434,2.0205810928478,6.66128142893771,2.64867135254701,6.10049704757067,2.4024074885846,3.07882309474559,1.25372894957776,28.5248773307164,9.96161120825593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2001-01-27,NA,NA,NA,NA
"Wil Lutz","DEN","K","12956","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107454444649787,0.0630639847321371,9.02608033283282,1.46980084452812,9.31578640539576,0.828010087318173,6.80849563889345,1.05987840083703,3.67737106992533,0.410323299711205,32.2043984476067,3.39733632787798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1994-07-07,NA,NA,NA,NA
"Joey Slye","NE","K","14600","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0925927121532979,0.0490861874805556,4.93779512327702,1.51881109485274,7.23686530371877,1.24960448803793,7.27216309669437,1.05174638409999,3.56785933263117,0.491717945287309,31.289401373896,3.72116521963027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1996-04-10,NA,NA,NA,NA
"Eddy Pineiro","CAR","K","13719","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103930030185425,0.0578971964844005,5.85916243502921,0.481858672088202,8.70148236472444,0.787587413376493,8.04901105278931,1.1845450084711,3.85820317610078,0.880264495086532,28.1126778783959,4.75334115384876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1995-09-13,"Q","Hamstring",2024,0
"Nick Folk","TEN","K","8851","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111012022423458,0.058979180053566,8.22523197994281,0.47729444937417,8.38211964560903,0.650614854852043,6.60025659121797,0.865861898286717,4.32613314586149,0.68325224113321,31.746226821906,1.86974441986235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1984-11-05,NA,NA,NA,NA
"Graham Gano","NYG","K","9694","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107306967288856,0.0523095245620526,5.8724728578865,1.36395683942718,8.85773407103686,1.00368933358553,7.40339400697679,1.05473039815957,4.24641896729164,0.883705067489132,31.3011642949547,2.3101094363075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,1987-04-09,NA,NA,NA,NA
"Cowboys","DAL","DST","0516","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4597881355932,1.66200867393924,49.9412542372881,6.51946830339329,0.510052966101695,0.434149315138221,3.31591949152542,0.438527127019223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Commanders","WAS","DST","0520","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0907118644068,2.09337526154097,44.9739152542373,8.15838240213988,0.507838983050848,0.412841632010862,2.00323728813559,1.26363300236878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Broncos","DEN","DST","0511","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8391440677966,1.35003270973801,41.5881355932203,3.27992717688113,0.701822033898305,0.34131631159946,2.52466525423729,1.26031271434826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cardinals","ARI","DST","0519","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6612966101695,0.868482354758642,37.5135677966102,5.8044346498359,0.243326271186441,0.352044841337989,2.33267372881356,1.44614669359307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panthers","CAR","DST","0527","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1747881355932,1.99055387285469,35.5666016949153,5.94511980466228,0.243326271186441,0.352044841337989,2.53215677966102,0.67803774979638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colts","IND","DST","0502","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6262627118644,0.737314311351613,51.3651525423729,12.9220369180885,0.944300847457627,0.520805701625498,2.88091949152542,0.82967081126781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Giants","NYG","DST","0517","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2330677966102,1.80538806091102,40.4413898305085,3.8049790100977,0.243326271186441,0.352044841337989,3.0256186440678,0.95460602230943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lions","DET","DST","0522","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5299661016949,2.6641769600788,41.9843050847458,3.96560666402001,0.823061440677966,0.403746166527289,2.06966525423729,1.29407121217358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Falcons","ATL","DST","0526","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5088050847458,2.4031836574754,44.940406779661,6.61882184991,0.798813559322034,0.385708518114489,2.32265254237288,0.587789343246697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texans","HOU","DST","0532","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4143559322034,1.47507582265726,50.6353050847458,10.5605818726426,0.507838983050848,0.412841632010862,2.69474152542373,1.00837081730601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rams","LAR","DST","0528","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9774576271186,1.55288795012475,40.8924661016949,2.57999281460819,1.23527542372881,0.88474617977087,2.17047457627119,1.54367785893582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vikings","MIN","DST","0524","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6745677966102,1.11044637927982,43.4427711864407,3.16999656867515,0.243326271186441,0.352044841337989,2.09391101694915,1.08825204959752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patriots","NE","DST","0504","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2743220338983,0.6995899149779,36.1399830508475,2.74584335369595,0.316069915254237,0.334540978244285,2.70597881355932,0.719826081327679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seahawks","SEA","DST","0515","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5555338983051,0.787716434600273,45.4608389830509,4.36792743490484,0.507838983050848,0.412841632010862,2.46423305084746,0.917130365661619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dolphins","MIA","DST","0503","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.869279661017,1.2164835722528,47.7210338983051,6.08286911242409,0.507838983050848,0.412841632010862,2.82134745762712,0.772138308663967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Titans","TEN","DST","0508","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3794830508475,1.89250930030015,43.3886694915254,3.46309343997799,0.243326271186441,0.352044841337989,2.21695762711864,0.940311000797633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raiders","LVR","DST","0513","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3498050847458,1.28083099472791,44.1691016949153,4.02972942453269,0.701822033898305,0.34131631159946,3.04399576271186,0.759668455472022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eagles","PHI","DST","0518","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7606271186441,1.99110959190424,49.1753220338983,5.59861686211296,0.34031779661017,0.335929718270121,2.88534322033898,0.764572053778286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaguars","JAC","DST","0509","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3051440677966,1.36686637882874,41.9494406779661,2.97306430010658,0.243326271186441,0.352044841337989,2.71660169491525,0.794967979144738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Browns","CLE","DST","0507","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2627118644068,3.60262601426737,48.3011610169492,4.32496525239543,0.243326271186441,0.352044841337989,3.11939830508475,0.391601865331998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bears","CHI","DST","0521","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9359406779661,3.5671649438513,36.8135254237288,3.91333351070676,0.507838983050848,0.412841632010862,2.41349152542373,0.493264892691365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Packers","GB","DST","0523","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2800508474576,3.37149557350276,44.7544406779661,5.20757323629472,0.507838983050848,0.412841632010862,2.48816101694915,0.822796325245974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chargers","LAC","DST","0514","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1348305084746,1.84765193301796,46.9420338983051,5.90110443525981,0.507838983050848,0.412841632010862,2.35389406779661,1.08837361172965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bengals","CIN","DST","0506","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2007288135593,2.25297001234039,46.5064237288136,4.98212306412921,0.243326271186441,0.352044841337989,2.27219915254237,0.928806700421615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bills","BUF","DST","0501","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2442033898305,1.79160989102667,47.0883644067797,5.60651435316862,0.507838983050848,0.412841632010862,2.78278389830509,1.06666382331443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saints","NO","DST","0529","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4194830508475,2.12831888131241,40.7611525423729,4.53498311463525,0.243326271186441,0.352044841337989,2.6381906779661,0.496348423112594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Buccaneers","TB","DST","0525","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1395762711864,1.37658424881073,45.201779661017,5.31318091005594,0.485805084745763,0.412643607608067,2.24943644067797,1.19305306175551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jets","NYJ","DST","0505","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1571016949153,1.80923266573043,49.757686440678,7.65718529196169,1.37854872881356,0.788955089495396,2.91924152542373,0.452228388922131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steelers","PIT","DST","0510","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5545677966102,2.32545944909803,48.5810847457627,4.59138038597955,0.485805084745763,0.412643607608067,2.27845762711864,1.06271336837032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49ers","SF","DST","0530","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.197813559322,2.98900175929055,45.2008389830509,2.94837363187597,0.653326271186441,0.339368441429071,2.59428389830508,0.581307383398575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chiefs","KC","DST","0512","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5590762711864,1.80119989711605,51.6302457627119,6.05813503589059,0.507838983050848,0.412841632010862,2.86364406779661,0.650471440904747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ravens","BAL","DST","0531","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.0731186440678,1.8834016957387,52.2848644067797,5.37959429270389,0.243326271186441,0.352044841337989,2.69925,0.865361122960842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Derrick Brown","CAR","DL","14897","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.2572178988327,27.2876199543254,NA,NA,0.52,0.451568060217612,4.9431906614786,1.26794434440886,0.0746352140077821,0.0730869089651583,2020,1998-04-15,NA,NA,NA,NA
"Harrison Phillips","MIN","DL","13693","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.5776070038911,30.0399166295612,NA,NA,0.00626459143968872,0.011377002270428,2.08118677042802,1.05882001723811,0.0398054474708171,0.0389796847814178,2018,1996-01-25,NA,NA,NA,NA
